operator,addr:housenumber,addr:street,addr:city,addr:place,addr:postcode,fuel:octane_95,fuel:octane_98,fuel:diesel,fuel:lpg,fuel:CNG
Pieprzyk Family Spółka Z Ograniczoną Odpowiedzialnością (Par. Shell),,,,KRÓLÓW,68-212,yes,,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Intertank"" Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen)",5,Żarska,Lipinki Łużyckie,,68-213,yes,yes,yes,yes,
Lasy Państwowe Osrodek Transportu Leśnego,,Emili Plater 15A,Lubsko,,68-300,,,yes,,
Simax Spółka Z Ograniczoną Odpowiedzialnością,1,Reymonta,Lubsko,,68-300,yes,,yes,yes,
P.U-H. “Yard”,1,Gazowa,Lubsko,,,,,,yes,
Stacja Lpg,,Krakowskie,Lubsko,,,,,,yes,
„Horex” A I E Goroszkiewicz Sp. J.,74B,Przemysłowa,Lubsko,,68-300,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4104),91,Xx-Lecia Prl,Lubsko,,68-300,yes,yes,yes,yes,
Waldemar Piekarczyk Handel Hurtowy I Detaliczny,86,Wrocławska,Lubsko,,68-300,yes,,yes,yes,
"Elżbieta Deka Stacja Paliw, Sklep Przemysłowy Image (Part. Mol)",61,Warszawska,Lubsko,,68-300,yes,yes,yes,yes,
„Horex” A I E Goroszkiewicz Sp. J.,3B,Xx-Lecia,Łęknica,,68-208,yes,yes,yes,yes,
"Przedsiębiorstwo Produkcyjno - Handlowo - Usługowe ""Poltrag"" Spółka Z Ograniczoną Odpowiedzialnością (Francz. Shell)",4,Kościuszki,Łęknica,,68-208,yes,yes,yes,yes,
Stacja Paliw Moya,294,Kościuszki,Łęknica,,68-208,yes,yes,yes,,
Przedsiębiorstwo Wielobranżowe Jan Gbur,6,Kosciuszki,Łęknica,,68-208,,,,yes,
Apexim Ab Paliwa Spółka Z Ograniczoną Odpowiedzialnością,11,1-Go Maja,Łęknica,,68-208,yes,yes,yes,,
Westpol Oil Spółka Z Ograniczoną Odpowiedzialnocią (Part Bp),8,1-Go Maja,Łęknica,,68-208,yes,yes,yes,,
"Tank Sp. J. Tomasz Kasperski, Roman Zagórski",1,Kościuszki,Łęknica,,68-208,yes,,yes,,
Apexim Ab Paliwa Spółka Z Ograniczoną Odpowiedzialnością,1A,Hutnicza,Łęknica,,68-208,yes,yes,yes,,
Stacja Paliw „Kew” P.P.H. W. Koźmiński S.J.,,,,OLSZYNA,68-217,yes,yes,yes,,
Bp Europa Se Spółka Europejska Oddział W Polsce,,,,OLSZYNA,68-212,yes,yes,yes,yes,
Pieprzyk Family Spółka Z Ograniconą Odpowiedzialnością,1A,Kolejowa,Przewóz,,68-132,yes,,yes,yes,
Stacja Paliw W. Wagner,5,Kolejowa,Przewóz,,68-132,yes,,yes,yes,
Apexim Ab Paliwa Spółka Z Ograniczoną Odpowiedzialnością,1,Plac Targowy,Przewóz,,68-132,yes,yes,yes,,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,45,,,STRZESZOWICE,68-212,yes,yes,yes,,
Stacje Paliw Speed Sp. Z O.O.,,Autoport,Trzebiel,,68-212,yes,yes,yes,,
Stacja Paliw Bp Granica Nr 285,,,,TRZEBIEL,68-212,yes,yes,yes,yes,
"Pphu Max Michał Jaslanek, (Stacja Partnerska Marki Lotos)",,,,TRZEBIEL,66-212,yes,yes,yes,yes,
Pphu Max Michał Jaślanek - Marka Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,,,,TRZEBIEL,68-212,yes,yes,yes,yes,
Dan-Pol Daniel Dworak,,,,TRZEBIEL,68-212,yes,yes,yes,yes,
Dan-Pol Daniel Dworak,7,Kościuszki,Tuplice,,68-219,yes,,yes,yes,
Horex A. I E. Horoszkiewicz Spółka Jawna,,,,ZASIEKI,68-343,yes,yes,yes,yes,
"Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością, Stacja Nr 381",32,Katowicka,Żary,,68-200,yes,yes,yes,yes,
Lampogas Kargas Sp. Z O.O.,1,Piastowska,Żary,,,,,,yes,
Rondo Auto Gaz Mirosław Jastrząb,2,Serbska,Żary,,,,,,yes,
Stacja Lpg „Rondo”,,Trasa,Żary,,,,,,yes,
Watis Polska Spółka Z Ograniczoną Odpowiedzialnością,2,Ułańska,Żary,,68-200,yes,yes,yes,yes,
Artoil Artur Łągiewka,,,,ŻARY,,,,,yes,
Bm Reflex Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa,2,Przeładunkowa,Żary,,68-200,yes,,yes,,
Anwim Spółka Akcyjna (Moya),24,Piastowska,Żary,,68-200,yes,yes,yes,yes,
Dan-Pol Daniel Dworak,4,Słowackiego,Żary,,68-200,yes,yes,yes,yes,
Altero Spółka Z Ograniczoną Odpowiedzialnością,6,Budowlanych,Żary,,68-200,,,yes,,
Petrochemia (W. Wagner),,,,ŻARY,68-200,yes,yes,yes,,
Waldemar Wagner Stacja Paliw (Fr. Orlen),64,Moniuszki,Żary,,68-200,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 557,18,Podwale,Żary,,68-200,yes,yes,yes,yes,
Przedsiębiorstwo Komunikacji Samochodowej Spółka Akcyjna,31-33,Okrzei,Żary,,68-200,yes,,yes,yes,
Neste Polska Sp. Z O. O,,,,ŻARY,68-200,yes,,yes,,
Pieprzyk Family Spółka Z Ograniczoną  Odpowiedzialnością,39,Wojska Polskiego,Żary,,68-205,yes,,yes,yes,
"Stacja Lpg, Aldam",,,,GORZÓW WIELKOPOLSKI,66-400,,,,yes,
Ardom,,,,GORZÓW WIELKOPOLSKI,66-400,,,,yes,
"Przedsiębiorswo Handlowe Monika Bałuczyńska, Stacja Paliw Lpg",1254,Niemcewicza Dz. Nr,Gorzów Wielkopolski,,66-400,,,,yes,
Tesco Polska Sp. Z O.O.,70,Słowiańska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
"P.H.U. ""Petrol"" Mirosław Wiktorowicz",21,Walczaka,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Stacja Lpg,,,,GORZÓW WIELKOPOLSKI,66-400,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4297,15A,Podmiejska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 21),45,Myśliborska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,75,Grobla,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Centrum Usług Logistycznych,4,Wróblewskiego,Gorzów Wielkopolski,,66-404,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4454),1,Złotego Smoka,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Faraon Małgorzata Sylwia Lach-Gwiazda,44,Sybiraków,Gorzów Wielkopolski,,66-400,yes,yes,yes,,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 4414),,3,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Plaza Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),8,Marcina Kasprzaka,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Maszt Spółka Z Ograniczoną Odpowiedzialnością (Intermarche),10,Fredry,Gorzów Wielkopolski,,66-400,yes,yes,yes,,
Anwim Spółka Akcyjna (Moya),46,Myśliborska,Gorzów Wielkopolski,,66-400,yes,,yes,yes,
Tilton Spółka Z Ograniczoną Odpowiedzialnością (Intermarche),71,Pomorska,Gorzów Wielkopolski,,66-400,yes,yes,yes,,
"Auto Port Renice Spółka Jawna Wiesława Bogusławska, Urszula Malinowicz (Stacja Franczyzowa Pkn Orlen S.A. Nr 7571)",57,Górczyńska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 4413),13,Kasprzaka,Gorzów Wielkopolski,,66-401,yes,yes,yes,yes,
Super Tank J. Horoszkiewicz I H. Pawlina Sp. J. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7179),109,Walczaka,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Ośrodek Transportu Leśnego,2,Szpitalna,Gorzów Wielkopolski,,66-400,yes,,yes,,
Stacja Paliw Mzk,,,,GORZÓW WIELKOPOLSKI,66-400,yes,,yes,,
Fuh Sebastian Peszko,66,Myśliborska,Gorzów Wielkopolski,,66-400,yes,,yes,,
Orlen Spółka Akcyjna Nr 988,24,Koniawska,Gorzów Wielkopolski,,66-400,yes,yes,yes,,
Bp Europa Se Spółka Europejska Oddział W Polsce,70,Konstytucji 3-Go Maja,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,12,Piłsudskiego,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,70,Warszawska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1254,148,11-Go Listopada,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,25B,Walczaka,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 4402),41,Walczaka,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Auto-Benz Spółka Z Ograniczoną Odpowiedzialnościuą,18,Podmiejska,Gorzów Wielkopolski,,66-400,yes,,yes,yes,
Przedsiębiorstwo Komunikacji Samochodowej W Gorzowie Wielkopolskim Spółka Z Ograniczoną Odpowiedzialnoscią,20,Podmiejska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Auto-Benz Sp.Z O.O,31,Niemcewicza,Gorzów Wielkopolski,,66-400,yes,,yes,,
Neo Spółka Z Ograniczoną Odpowiedzialnością,26,Myśliborska,Gorzów Wielkopolski,,66-400,yes,yes,yes,yes,
Zust Nowak Sp. Z O.O.,1,Cicha,Gorzów Wielkopolski,,66-400,yes,,yes,,
"Centrum Motoryzacyjne ""Edmar"" Sp.Z O.O.",17,Podmiejska,Gorzów Wielkopolski,,66-400,,,yes,,
"Stacja Paliw ""Auto Turgas""",50,Kamień Mały,Witnica,,66-400,yes,yes,yes,,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,65B,Wrocławska,Zielona Góra,,65-218,yes,yes,yes,yes,
Stacja Lpg,,Pionierów,Zielona Góra,,65-119,,,,yes,
Stacja  Autogaz,,Pionierów Zielonej,Zielona Góra,,65-993,,,,yes,
"Firma Handlowo-Usługowa ""Admar"" Anna Dawidowska",9D,Ruczajowa,Zielona Góra,,65-119,,,,yes,
Comfortgaz Sp. Z O.O.,14D,Sulechowska,Zielona Góra,,65-119,,,,yes,
"Stacja Lpg, Pzmot.",10,Wiejska,Zielona Góra,,65-119,,,,yes,
Stacja Lpg,,,,ZIELONA GÓRA,65-119,,,,yes,
Stacja Paliw Intertank (Stacja Franczyzowa Pkn Orlen S.A. Nr 7057),118,Al. Zjednoczenia,Zielona Góra,,65-119,,,,yes,
"Stacja Lpg, F.H. ""Suszka""",,Al.,Zielona Góra,,65-119,,,,yes,
Stacja Paliw-Stanowisko Autogaz,,Al. Wojska,Zielona Góra,,65-001,,,,yes,
Stacja Autogaz,102,Al. Zjednoczenia,Zielona Góra,,65-120,,,,yes,
Stacja Autogaz,118A,Batorego,Zielona Góra,,65-735,,,,yes,
Stacja Autogaz,101,Dąbrowskiego,Zielona Góra,,65-021,,,,yes,
"Stacja Lpg ""Bnc""",,,,ZIELONA GÓRA,65-119,,,,yes,
Stacja Autogaz,2A,Dworcowa,Zielona Góra,,65-019,,,,yes,
Tesco (Polska) Sp.Z O.O.,2A,Energetyków,Zielona Góra,,65-729,yes,yes,yes,yes,
Stacja Paliw-Stanowisko Autogaz,,Konstytucji 3,Zielona Góra,,65-001,,,,yes,
Belem Spółka Z Ograniczoną Odpowiedzialnością (Intermarche),14,Makowa,Zielona Góra,,65-382,yes,yes,yes,yes,
Alfa Sp.Z O.O. (Intermarche),22,Szosa Kisielińska,Zielona Góra,,65-247,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,2A,Dworcowa,Zielona Góra,,65-019,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,3,Dekoracyjna,Zielona Góra,,65-120,yes,,yes,,
Stacja Paliw Lukoil (Amic Polska Spółka Z Ograniczoną Odpowiedzialnością),31,Łużycka,Zielona Góra,,65-001,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,24,Stefana Wyszyńskiego,Zielona Góra,,65-536,yes,,yes,yes,
Apexim Ab Paliwa Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),3,Fabryczna,Zielona Góra,,65-225,yes,yes,yes,,
Pks Zielona Góra Sp.Z O.O,2A,Jana Z Kolna,Zielona Góra,,65-014,yes,,yes,,
Unimot Społka Akcyjna (Avia),128A,Aleja Zjednoczenia,Zielona Góra,,65-001,yes,,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,23,Wojska Polskiego,Zielona Góra,,65-077,yes,yes,yes,yes,
Burza Sp.Z O.O. (Intermarche),81,Batorego,Zielona Góra,,65-735,yes,,yes,,
"Stw Stacja Paliw S.C., Andrzej Cwynar, Mariusz Buchowiecki",30,Kożuchowska,Zielona Góra,,65-364,yes,,yes,yes,
Exalo Drilling Spółka Akcyjna,3,Naftowa,Zielona Góra,,65-705,yes,,yes,,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,104A,Al. Zjednoczenia,Zielona Góra,,65-120,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1122),118,Wojska Polskiego,Zielona Góra,,65-077,yes,yes,yes,yes,
Schiever Polska Spółka Z Ograniczoną Odpowiedzialnością,128,Batorego,Zielona Góra,,65-737,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4025),5G,Osiedle Pomorskie,Zielona Góra,,65-077,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,23,Al. Konstytucji 3-Go Maja,Zielona Góra,,65-805,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,20,Konstytucji 3-Go Maja,Zielona Góra,,65-803,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,108,Aleja Zjednoczenia,Zielona Góra,,65-120,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 66,36A,Wrocławska,Zielona Góra,,65-218,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 589,36A,Sulechowska,Zielona Góra,,65-119,yes,yes,yes,yes,
Bełchatówdis Spółka Z Ograniczoną Odpowiedzialnością (Leclerc),20,Staszica,Bełchatów,,97-413,yes,yes,yes,yes,
Phuip A.J. Stępień Sp.J.,148,Czapliniecka,Bełchatów,,97-400,yes,yes,yes,yes,
Przedsiębiorstwo Handlowo-Usługowe I Produkcyjne A I J Stępień Spółka Jawna,60,Częstochowska,Bełchatów,,97-400,,,,yes,
"Stacja Paliw Zhu ""Arex"" Sp. J. M. Załęczna, K. Mielczarek",53A,Lipowa,Bełchatów,,97-400,,,,yes,
Robert Zalas Auto Serwis Zalas,23,Piłsudskiego,Bełchatów,,97-400,,,,yes,
"Pphu D&D S.J. Witold Dzwonek, Zbigniew Dawidowicz",30,Staszica,Bełchatów,,97-400,,,,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,148A,Wojska Polskiego,Bełchatów,,97-400,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,75,Czapliniecka,Bełchatów,,97-400,yes,yes,yes,,
Stacja Paliw Lukoil (Amic Polska Spółka Z Ograniczoną Odpowiedzialnością),152,Wojska Polskiego,Bełchatów,,97-400,yes,,yes,yes,
Stacja Paliw  Arex,,Lipowa 31,Bełchatów,,97-400,yes,yes,yes,yes,
Unimot Społka Akcyjna (Avia),6,Armii Krajowej,Bełchatów,,97-400,yes,,yes,yes,
Anwim Spółka Akcyjna (Moya),119,Wojska Polskiego,Bełchatów,,93-632,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,53,Lipowa,Bełchatów,,97-400,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 784),3,Nowy Świat,Bełchatów,,97-400,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,12,Armii Krajowej,Bełchatów,,97-400,yes,yes,yes,yes,
Ppks Bełchatów,2,Przemysłowa,Bełchatów,,97-400,,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4373,1,Aleja Włókniarzy,Bełchatów,,97-400,yes,yes,yes,yes,
Interoil Spółka Jawna Kameccy - Galuba (Fr. Orlen),15,Radomszczańka,Bełchatów,,97-413,yes,,yes,yes,
Star Oil Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa,75,Czapliniecka,Bełchatów,,97-400,,,,yes,
Orlen Spółka Akcyjna Nr 4649,4/6,Piłsudskiego,Bełchatów,,97-400,yes,yes,yes,yes,
Jarosław Gołębiowski Stacja Paliw Chabielice 44A,44A,,,CHABIELICE,97-420,yes,,yes,yes,
Jarosław Gołębiewski Stacja Paliw Chabielnice 44A,44A,,,CHABIENICE,97-420,yes,,yes,yes,
Petrol Polska Spółka Z Ograniczoną Odpowiedzialnością,79A,,,DOBRZELÓW,97-400,yes,,yes,yes,
Stacja Paliw-Handel Stanisław Simiński,96A,,,DRUŻBICE-KOLONIA,97-403,yes,yes,yes,yes,
"Agencja Rozwoju Regionalnego ""Arreks"" - S.A. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7288)",37,Główna,Kleszczów,,97-410,yes,yes,yes,yes,
"Pw Wtórmex Sp.Z O.O. Sp. K., (Stacja Partnerska Marki Lotos)",114,,,KLUKI,97-415,yes,yes,yes,yes,
Rywikot S.C. Ryszard I Witold Kotyla,4A,,,KOLONIA SZCZERCOWSKA,97-420,,,yes,,
Interoil Spółka Jawna Kameccy - Galuba,4,,,KOLONIA SZCZERCOWSKA,97-420,yes,yes,yes,yes,
Stacja Paliw Krasowa Kamecki I Wspólnicy Spółka Jawna,3A,,,KRASOWA,97-438,yes,yes,yes,yes,
Jol-Gaz Kieruzel Jan,1,Stefana Żeromskiego,Rucsiec,,97-438,,,,yes,
Interoil Spółka Jawna Kameccy - Galuba (Fr. Orlen),41,Łaska,Szczerców,,97-420,yes,yes,yes,yes,
Interoil Spółka Jawna Kameccy - Galuba,1,Św. Floriana,Szczerców,,97-420,yes,yes,yes,yes,
Szymańscy Spółka Jawna (Part. Lotos),1A,,,WINCENTÓW,97-438,yes,yes,yes,yes,
Dorgas Dorota Łyżwa,13A,,,WYPYCHÓW,97-425,yes,,yes,yes,
"Przedsiębiorstwo Handlowo-Usługowe ""Skorpion"" Sylwester Nadajewski",62,,,ZAWADY,97-400,yes,yes,yes,yes,
Interoil Sp. J. Kameccy -Galuba,90,Piotrkowska,Zelów,,97-425,yes,yes,yes,yes,
"Pphu D&D S.J. Witold Dzwonek, Zbigniew Dawidowicz",6,Zachodnia,Zelów,,97-425,,,,yes,
Usługi I Handel Awal S.C. Tomasz I Elżbieta Skowronek,2,Płocka,Zelów,,97-425,yes,,yes,,
"Przedsiębiorstwo ""Petr-Mark"" Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen)",4,,,ZWIERZYNIEC,97-403,yes,yes,yes,yes,
Stacja Lpg Adam Jasiński,20,Wojska Polskiego,Brzeziny,,95-060,,,,yes,
A.Terka K.Chorąziak,87,Sienkiewicza,Brzeziny,,95-060,,,,yes,
Rud-Pol R. Kudowski,80,Sienkiewicza,Brzeziny,,95-060,,,,yes,
Eko-Gaz Paliwa Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa (Part. Lotos),8,Waryńskiego,Brzeziny,,95-060,yes,yes,yes,yes,
Milton Trustee Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),37,Łódzka,Brzeziny,,95-060,yes,yes,yes,yes,
"Phu Lemi Leszek Miedziński, Michał Ruciński S.J.",,,,BRZEZINY,95-060,,,yes,,
Stacja Paliw Ppks,22/24,Waryńskiego,Brzeziny,,95-060,,,yes,,
Pphu Mak-Mar A. Krzymowska,9,Reformacka,Brzeziny,,95-060,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 409),16,Kościuszki,Brzeziny,,95-060,yes,yes,yes,yes,
"Maria Kierner, Jolanta, Tadeusz Galińscy, G&K Szejk Sp.J.",256B,Brzezińska,Jeżów,,95-047,yes,,yes,yes,
T.M. Malej,44,,,JORDANÓW,95-060,,,,yes,
Mal-Mar Marian Malej,12A,Jordanów,Jordanów (Brzeziny),,95-060,yes,yes,yes,yes,
Strzel-Pol Stacja Paliw M.Strzelecki I Wspólnicy Spółka Jawna,14,,,KOŁACIN,95-061,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,,Nowostawy Dolne 141 (Mop,Niesułków,,95-061,yes,yes,yes,yes,
Business-Oil Halina Marcinkowska I Tadeusz Marcinkowski - Spółka Jawna,11A,,,PAPROTNIA,95-060,yes,,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,,,PRZECŁAW,95-060,yes,yes,yes,yes,
"Pphu Timex S.C. Teresa Wiewióra, Małgorzara Pasek",27B,,,ZALESIE,95-040,yes,,yes,yes,
"Stacja Paliw ""Adamowice"" Agata Augustyniak (Stacja Franczyzowa Pkn Orlen S.A. Nr 7325)",1A,,,ADAMOWICE,99-300,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4205),63A,Pniewo,Bedlno,,99-311,yes,,yes,yes,
"Przedsiębiorstwo ""Agropin"" Sp. Z O.O.",,,,BEDLNO,99-311,yes,,yes,,
Stanowisko Lpg,,"Bzówki, Gm. Nowe",Bzówki,,99-350,,,,yes,
Kenos Sp.Z O.O.,54/2,,,BZÓWKI,99-350,yes,,yes,yes,
Stacja Paliw,,,,DĄBROWICE,99-352,,,yes,,
Stanowisko Lpg,,,,DOBRZELIN,99-319,,,,yes,
Miziołek Spółka Z Ograniczoną Odpowiedzialnoscią (Moya),96,Jagiełły,Dobrzelin,,99-319,yes,,yes,yes,
Stacja Demontażu Pojazdów Swarc Roman,,Gołębiewek,Gołębiewek Nowy,,99-300,yes,,yes,yes,
Stanowisko Lpg,,,,GOSŁAWICE,99-313,,,,yes,
"Eljor Aleksander Jaworski, Elżbieta Jaworska, Wiktor Jaworski Spółka Jawna (Fr. Orlen)",,,,KAJEW,99-340,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,23A,,,KASZEWY KOŚCIELNE,99-314,yes,yes,yes,yes,
"Stacja Lpg ""Rosiak-Dąbrowicz""",28,Kutnowska,Krośniewice,,99-340,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1351),17,Poznańska,Krośniewice,,99-340,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,Krzyżanówek 9A (Mop Krzyrzanów,Krzyżanówek,,99-314,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,Krzyżanówek (Mop Krzyrzanów,Krzyżanówek,,99-314,yes,,yes,yes,
Stacja Lpg,,,,KUTNO,99-300,,,,yes,
Stacja Lpg,,,,KUTNO,99-300,,,,yes,
Stacja Lpg,37,Grunwaldzka,Kutno,,99-300,,,,yes,
Konsorcjum Gospodarcze Przy Parafii Pw. M.B. Wspomożenia Wiernych,2,Jesienna,Kutno,,99-300,,,,yes,
Już Gaz Plus Sp.Z O.O.,38A,Warszawskie Przedmieście,Kutno,,99-300,,,,yes,
Carrefour Polska Spółka Z Ograniczoną Odpowiedzialnością,6A,Oporowska,Kutno,,99-300,yes,yes,yes,,
"Pphu ""Jaworski"" Sp.Z O.O. - Marka Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością",12,Holenderska,Kutno,,99-300,yes,yes,yes,yes,
Stacja Paliw Pphu Transoil Kib Wolińscy,40,Woźniaków,Kutno,,99-300,,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4171,56,Kościuszki,Kutno,,99-300,yes,yes,yes,yes,
Firma Handlowousługowa Tramp Sp. J.,6,Łęczycka,Kutno,,99-300,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,5,Sklęczkowska,Kutno,,99-300,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,1B,Żurawiniec,Kutno,,99-300,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,1B,Jana Pawła Ii,Kutno,,99-300,yes,yes,yes,yes,
Wasbruk Spółka Z Ograniczoną Odpowiedzialnością,5,Wyszyńskiego,Kutno,,99-300,yes,,yes,yes,
Viktoria Sp.Z O.O.,10K,,,ŁANIĘTA,99-300,yes,,yes,yes,
Phu Paweł Sierocki,7,,,MIŁOSNA,99-340,,,,yes,
"P.U.H. "" Lebar"" S.J. , L. Żurek, B. Fabiańczyk",,,,MŁOGOSZYN,99-317,,,,yes,
"Przedsiębiorstwo Handlowo-Usługowe ""Majcher"" Wojciech Jerzy Majchrzak (Huzar)",2,,,PASIEKA,99-320,yes,yes,yes,yes,
Stanowisko Lpg,,,,POMARZANY,99-340,,,,yes,
Stacja Paliw Jerzy Żarkiewicz,63A,,,POMARZANY,99-340,yes,yes,yes,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,10A,,,POMARZANY,99-340,yes,,yes,yes,
Przedsiębiorstwo Handlowo Usługowe Paweł Święcicki (Stacja Partnerska Marki Bp),,,,SKŁÓTY (KROŚNIEWICE),99-340,yes,yes,yes,yes,
Stacja Lpg,2/7,Główna,Strzelce,,99-307,,,,yes,
Dystrybutor Gazu Propan - Butan (Logo Firmy Już Gaz) Ryszard Kaniewski,2A,,,WIERZBIE,99-300,yes,yes,yes,yes,
Prima Gaz Mirosław Rojkowski,1,Dobrzelińska,Żychlin,,99-320,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 594,13,3-Go Maja,Żychlin,,99-320,yes,yes,yes,yes,
"Śniady Marek P.H.U. ""Marex""",38A,,,BACHORZYN,98-113,yes,,yes,yes,
"Agnieszka Ochocka P.H.U.T. ""Aga""",51A,,,DOBRA,98-160,yes,yes,yes,yes,
Daro Spółka Z Ograniczoną Odpowiedzialnością,77,,,GORCZYN,98-100,yes,,yes,yes,
Zakład Usług Motoryzacyjnych J Szmydt,5,Lutomierska,Łask,,98-100,yes,,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,133,Warszawska,Łask,,98-100,yes,yes,yes,yes,
"Firma Handlowo Usługowa ""Lt"" Produkty Naftowe Andrzej Trzciański I Jacek Trzciański Spółka Jawna",8,Kolejowa,Łask,,98-100,yes,,yes,,
Bp Europa Se Spółka Europejska Oddział W Polsce,8,Objazdowa,Łask,,98-100,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 382),10,Objazdowa,Łask,,98-100,yes,yes,yes,,
