LP.;RODZAJ PODMIOTU;NAZWA;ADRES;MIEJSCOWOŚĆ;KOD POCZTOWY;WOJEWÓDZTWO;POWIAT;RON95;RON98;ON;BIOES;B20;E10;BIO2;BIO3;BIO4;LPG;CNG
4440;STACJA PALIW;"LOTOS PALIWA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;1905-GO ROKU 31/35;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4441;STACJA PALIW;ARKADIUSZ WĘGLIŃSKI PRZEDSIĘBIORSTWO WIELOBRANŻOWE "TOTAL";11-GO LISTOPADA 87;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4442;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ŻÓŁKIEWSKIEGO 8A;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4443;STACJA PALIW;FIRMA HANDLOWO USŁUGOWA "TURBO" KOWALCZYK TOMASZ, IWAŃSKA MARZENA (FR. ORLEN);WIERZBICKA 49;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4444;STACJA PALIW;MARIAN JANISZEK I WSPÓLNICY SPÓŁKA JAWNA MAR-ROM (HUZAR);MAZOWIECKIEGO 12;RADOM;21-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4445;STACJA PALIW;MARIAN JANISZEK I WSPÓLNICY MAR-ROM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (HUZAR);MAZOWIECKIEGO 12;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4446;STACJA PALIW;MARIAN JANISZEK I WSPÓLNICY SPÓŁKA JAWNA MAR-ROM (HUZAR);TARNOBRZESKA 2;RADOM;26-613;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4447;STACJA PALIW;ORLEN SPÓŁKA AKCYJNA NR 4291;WOJSKA POLSKIEGO 120;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4448;STACJA PALIW;STACJE PALIW "Z.K. TRANSOIL" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ SPÓŁKA KOMANDYTOWA;GRZECZNAROWSKIEGO 28;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;;
4449;STACJA PALIW;JAROSŁAW KAROL KAPUSTA, MAGDALENA RENATA KAPUSTA - WSPÓLNICY SPÓŁKI CYWILNEJ;OFIAR FIRLEJA 7;RADOM;26-600;MAZOWIECKIE;RADOM;;;X;;;;;;;;
4450;STACJA PALIW;TYXON AUTOMOTIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;OSIEDLOWA 156/16;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;;
4451;STACJA PALIW;ENERGON CONSTAINS OIL  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KIELECKA 155/157;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4452;STACJA PALIW;KONKRET SP. Z O.O.;MARIAŃSKIEGO 36;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;;
4453;STACJA PALIW;PREZERO SERVICE WSCHÓD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WROCŁAWSKA 3;RADOM;26-600;MAZOWIECKIE;RADOM;;;X;;;;;;;;
4454;STACJA PALIW;RADOMIS POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;TORUŃSKA 1;RADOM;26-612;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4455;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WARSZAWSKA 14;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4456;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;CZARNIECKIEGO 73;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4457;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;KIELECKA 5;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4458;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 118;ŻÓŁKIEWSKIEGO12;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4459;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 120);KIELECKA 22/24A;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;;
4460;STACJA PALIW;POLSKIE STACJE PALIW "Z.K. TRANSOIL" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ SPÓŁKA KOMANDYTOWA;WOJSKA POLSKIEGO 11;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4461;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 4241;1905-GO ROKU 24;RADOM;26-612;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4462;STACJA PALIW;MOL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WARSZAWSKA 98;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4463;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 1413;MARATOŃSKA 57;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4464;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 1219);WARSZAWSKA 17;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4465;STACJA PALIW;ORLEN SPÓŁKA AKCYJNA NR 1165;SŁOWACKIEGO 132;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4466;STACJA PALIW;STACJA PALIW;MŁODZIANOWSKA  92;RADOM;26-600;MAZOWIECKIE;RADOM;;;X;;;;;;;;
4467;STACJA PALIW;PRO-CAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WIERZBICKA 146;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4468;STACJA PALIW;STACJA PALIW MPK SP. Z O.O,;WJAZDOWA  4;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4469;STACJA PALIW;ENERGON CONSTANS OIL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GRZECZNAROWSKIEGO 50;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4470;STACJA PALIW;"A.T.H. HERNIK" A. HERNIK, T. HERNIK SPÓŁKA JAWNA;KIERZKOWSKA 1;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4471;STACJA PALIW;POCZTA POLSKA S.A.;WIERZBICKA 80C;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4472;STACJA PALIW;TOMASZ STRZAŁKOWSKI - P.P.H.U. "BITOMET";BIELICHA 60;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4473;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;JANA PAWŁA II 11;RADOM;26-611;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4474;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PONIATOWSKIEGO 1;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4475;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WERNERA 52;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4476;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KIELECKA 82;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4477;STACJA PALIW;POLSKIE STACJE PALIW "Z.K. TRANSOIL" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ SPÓŁKA KOMANDYTOWA;KRAKOWSKA 22;RADOM;26-600;MAZOWIECKIE;RADOM;X;X;X;;;;;;;X;
4478;STACJA PALIW;RAJAN RAFAŁ JANAS;1905-GO ROKU 49;RADOM;26-600;MAZOWIECKIE;RADOM;X;;X;;;;;;;X;
4479;STACJA PALIW;„ARCHE” S.A.;BRZESKA 126;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4480;STACJA PALIW;WIESŁAW KRASUSKI HANDEL HURTOWY I DETALICZNY ARTYKUŁAMI PRZEMYSŁOWYMI;BRZESKA 149;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4481;STACJA PALIW;SOBOLEWSKI ZBIGNIEW;BRZESKA 102A;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4482;STACJA PALIW;WITCZUK ANDRZEJ ARCIUCH ANNA;FLORIAŃSKA  91;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4483;STACJA PALIW;KOMAR ADAM;GARWOLIŃSKA  68-70;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4484;STACJA PALIW;BARBARA I STANISŁAW MICHALUK;GARWOLIŃSKA  78;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4485;STACJA PALIW;ANNA KOZIAK –IZDEBSKA;JAGIEŁŁY 2;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4486;STACJA PALIW;P.H. U. WĘGLOBUD;PONIATOWSKIEGO 81;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4487;STACJA PALIW;OLGROS SP. JAWNA JERZY GROSZEK , EWA GROSZEK;STAROWIEJSKA 16;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4488;STACJA PALIW;MAJEK ADAM WAROWNY KRZYSZTOF PRO-GAZ S.C.;WARSZAWSKA 22;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;;;;;;;;X;
4489;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BRZESKA 43;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;X;X;;;;;;;X;
4490;STACJA PALIW;AXAN RETAIL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA;CZERWONEGO KRZYŻA 45;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;X;X;;;;;;;X;
4491;STACJA PALIW;AGNIESZKA STARĘGA PETRO A.R.S. (HUZAR);JANOWSKA 111;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;X;X;;;;;;;X;
4492;STACJA PALIW;PRZEDSIĘBIORSTWO TRANSPORTOWO-USŁUGOWE KIK SP. Z O.O.;BUDOWLANA 3;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;;;X;;;;;;;;
4493;STACJA PALIW;OLGROS SP. Z O.O. SP. K.,;STAROWIEJSKA 14/16;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;;X;;;;;;;X;
4494;STACJA PALIW;ALNAFTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄALNNAFTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;TARGOWA 22;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;;X;;;;;;;X;
4495;STACJA PALIW;UNIMOT SPOŁKA AKCYJNA;SKŁADOWA 34;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;X;X;;;;;;;X;
4496;STACJA PALIW;LEWCZUK ALINA, KAROL LEWCZUK - WSPÓLNICY SPÓŁKI CYWILNEJ;BRZESKA 102F;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;;X;;;;;;;;
4497;STACJA PALIW;"TEWIX" SPÓŁKA JAWNA TERESA I WIESŁAW CHIBOWSCY;PONIATOWSKIEGO 81;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;X;X;;;;;;;X;
4498;STACJA PALIW;ALNNAFTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BRZESKA 97A;SIEDLCE;08-110;MAZOWIECKIE;SIEDLCE;X;;X;;;;;;;X;
4499;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PUŁKOWA 58A;WARSZAWA;05-500;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4500;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 4065;TRAKTORZYSTÓW 8;WARSZAWA;02-495;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4501;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;WAŁ MIEDZESZYŃSKI 670;WARSZAWA;03-994;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4502;STACJA PALIW;FUKS-GAZ ANNA KRUPA;KS. ZIEMOWITA 112;WARSZAWA;03-789;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4503;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;ŁODYGOWA 29;WARSZAWA;03-687;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4504;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 7115);ŁODYGOWA 28;WARSZAWA;03-687;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4505;STACJA PALIW;GROCHOWSKI MAREK;MARSA/POCISKOWA;WARSZAWA;04-471;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4506;STACJA PALIW;GENERON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCĄ;MARYWILSKA 24;WARSZAWA;03-288;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4507;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;GÓRCZEWSKA 159 (RÓG MROCZNA/GÓRCZEWSKA);WARSZAWA;01-456;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4508;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;AL. JEROZOLIMSKIE  144C;WARSZAWA;02-305;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4509;STACJA PALIW;STACJA LPG;OKUNIEWSKA 6A;WARSZAWA;05-075;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4510;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 1021);WITOLDA PILECKIEGO 101;WARSZAWA;02-781;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4511;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 1009);POWSIŃSKA/BONIFACEGO;WARSZAWA;02-903;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4512;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PUŁKOWA RÓG WÓJCKIEGO;WARSZAWA;05-500;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4513;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;RADZYMIŃSKA 160;WARSZAWA;03-512;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4514;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ALEJA JANA RODOWICZA "ANODY" 6;WARSZAWA;02-786;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4515;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;TRAKT BRZESKI 97;WARSZAWA;05-077;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4516;STACJA PALIW;STACJA PALIW WAWER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (MOYA);RZEŹBIARSKA 3;WARSZAWA;04-633;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4517;STACJA PALIW;PPH MARK-GAZ MARKUSZEWSKI MIECZYSŁAW;WARSZAWA, UL. POPULARNA 81;WARSZAWA;02-474;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4518;STACJA PALIW;"WASBRUK" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BIAŁOBORSKA/TRAKT LUBELSKI;WARSZAWA;05-077;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4519;STACJA PALIW;WASBRUK SP. Z O.O.;BORZYMOWSKA  38;WARSZAWA;30-565;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4520;STACJA PALIW;STACJA AUTO-GAZ STANISŁAW DEKARCZYK;CYRULIKÓW;WARSZAWA;04-406;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4521;STACJA PALIW;PPH MARK-GAZ MARKUSZEWSKI MIECZYSŁAW;FIELDORFA;WARSZAWA;04-125;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4522;STACJA PALIW;MAZOWIECKA SPÓŁKA GAZOWNICTWA SP. Z O.O. Z SIEDZIBĄ W WARSZAWIE;PRĄDZYŃSKIEGO 16;WARSZAWA;02-391;MAZOWIECKIE;WARSZAWA;;;;;;;;;;;X
4523;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 684;GÓRCZEWSKA 50/52;WARSZAWA;01-401;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4524;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;PPŁK. M. GRZYMAŁY-SOKOŁOWSKIEGO 4;WARSZAWA;02-324;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4525;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;LAZUROWA 73;WARSZAWA;01-314;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4526;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 555);MARCINKOWSKIEGO 6;WARSZAWA;03-722;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4527;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;MODLIŃSKA 54;WARSZAWA;03-199;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4528;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 559;MALCZEWSKIEGO 1;WARSZAWA;02-617;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4529;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 1337);REYMONTA 40;WARSZAWA;01-842;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4530;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 1339);WOŁOSKA 28;WARSZAWA;02-675;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4531;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MODLIŃSKA 339;WARSZAWA;03-151;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4532;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 684);GÓRCZEWSKA 52/54;WARSZAWA;01-401;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4533;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;GROCHOWSKA 149/151;WARSZAWA;04-139;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4534;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 1561;KONOPNA 11;WARSZAWA;04-707;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4535;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KONDRATOWICZA 49;WARSZAWA;03-286;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4536;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;OSTRÓDZKA 51;WARSZAWA;03-289;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4537;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 7113);KORKOWA 2;WARSZAWA;04-549;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4538;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;TRAKTORZYSTÓW 10;WARSZAWA;02-495;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4539;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;RADZYMIŃSKA 295;WARSZAWA;03-643;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4540;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;TORUŃSKA 105;WARSZAWA;03-226;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4541;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;AL. ARMII KRAJOWEJ RÓG ŻELAZOWSKIEJ;WARSZAWA;01-783;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4542;STACJA PALIW;CENTRUM OBSŁUGI ADMINISTRACJI RZĄDOWEJ INSTYTUCJA GOSPODARKI BUDŻETOWEJ;POWSIŃSKA 69/71;WARSZAWA;02-903;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;;
4543;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 4267;FILOMATÓW 6;WARSZAWA;04-116;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4544;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MODLIŃSKA 345;WARSZAWA;03-152;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4545;STACJA PALIW;STACJA PALIW BP ZOŚKA BANASZUK ANNA, BANASZUK PIOTR SPÓŁKA JAWNA (STACJA PARTNERSKA MARKI BP);PRZYCZÓŁKOWSKA 141;WARSZAWA;02-962;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4546;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;REYMONTA 1;WARSZAWA;01-840;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4547;STACJA PALIW;PPH MARK-GAZ MARKUSZEWSKI MIECZYSŁAW;CONRADA 7;WARSZAWA;01-922;MAZOWIECKIE;WARSZAWA;;;;;;;;;;X;
4548;STACJA PALIW;STACJA PALIW LUKOIL (AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ);PIOTRA SKARGI 3A;WARSZAWA;03-543;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;;
4549;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 569);AL. PRYMASA 1000-LECIA 81;WARSZAWA;01-242;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4550;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WAŁ MIEDZESZYŃSKI 324;WARSZAWA;03-994;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4551;STACJA PALIW;WARSZAWSKA SPÓŁDZIELNIA HANDLOWA "FALA" (PART. CIRCLE);OCHOCZA 2;WARSZAWA;04-942;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4552;STACJA PALIW;ROBERT ŚLĘZAK, WOJCIECH SUPIŃSKI - WSPÓLNICY SPÓŁKI CYWILNEJ (PART. CIRCLE);EUROPEJSKA 127;WARSZAWA;02-964;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4553;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PŁOCHOCIŃSKA 200;WARSZAWA;03-044;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4554;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PUŁAWSKA 86;WARSZAWA;02-603;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4555;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;TOWAROWA 20;WARSZAWA;00-839;MAZOWIECKIE;WARSZAWA;X;;X;;;;;;;X;
4556;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PŁOCHOCIŃSKA 201;WARSZAWA;02-903;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4557;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 4359;TRAKT LUBELSKI 154;WARSZAWA;04-766;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4558;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;ROSOŁA 68;WARSZAWA;02-777;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4559;STACJA PALIW;STACJA PALIW LUKOIL (AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ);PUŁAWSKA 623;WARSZAWA;02-885;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
4560;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 843;POSTĘPU 16;WARSZAWA;02-676;MAZOWIECKIE;WARSZAWA;X;X;X;;;;;;;X;
